word,score,softmax,sentiment
จัดส่ง,0.9582,"[0.0376, 0.9582, 0.0042]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
ประกันภัย,0.9585,"[0.0347, 0.9585, 0.0069]",Neutral
เดินทาง,0.8915,"[0.0989, 0.8915, 0.0095]",Neutral
insure,0.9495,"[0.0363, 0.9495, 0.0143]",Neutral
ดูแล,0.9435,"[0.0405, 0.9435, 0.016]",Neutral
ทัง,0.9152,"[0.0779, 0.9152, 0.0069]",Neutral
ครอบครัว,0.9486,"[0.0439, 0.9486, 0.0075]",Neutral
ขัว,0.8787,"[0.112, 0.8787, 0.0093]",Neutral
โมง,0.9165,"[0.0647, 0.9165, 0.0188]",Neutral
อัยัส,0.7568,"[0.2039, 0.7568, 0.0393]",Neutral
เลีย,0.857,"[0.1292, 0.857, 0.0138]",Neutral
sat,0.9398,"[0.0496, 0.9398, 0.0107]",Neutral
อย่า,0.7699,"[0.0711, 0.7699, 0.159]",Neutral
เรียน,0.9614,"[0.0306, 0.9614, 0.008]",Neutral
exclusive,0.9077,"[0.0715, 0.9077, 0.0207]",Neutral
tourist,0.9499,"[0.0336, 0.9499, 0.0165]",Neutral
privilege,0.9449,"[0.0325, 0.9449, 0.0226]",Neutral
bolt,0.9259,"[0.0533, 0.9259, 0.0208]",Neutral
canada,0.9339,"[0.0525, 0.9339, 0.0136]",Neutral
โค้ด,0.9621,"[0.0344, 0.9621, 0.0035]",Neutral
showed,0.9262,"[0.0459, 0.9262, 0.0279]",Neutral
ยู่,0.8773,"[0.1139, 0.8773, 0.0088]",Neutral
city,0.9143,"[0.0708, 0.9143, 0.0149]",Neutral
ผลลัพธ์,0.9484,"[0.0432, 0.9484, 0.0084]",Neutral
top,0.9223,"[0.0629, 0.9223, 0.0148]",Neutral
thcilond,0.9197,"[0.055, 0.9197, 0.0253]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
boombox,0.9586,"[0.0346, 0.9586, 0.0068]",Neutral
wife,0.8992,"[0.0543, 0.8992, 0.0465]",Neutral
live,0.9515,"[0.0358, 0.9515, 0.0127]",Neutral
streaming,0.951,"[0.0357, 0.951, 0.0134]",Neutral
kittyumbs,0.9011,"[0.0747, 0.9011, 0.0242]",Neutral
stop,0.9036,"[0.0625, 0.9036, 0.0339]",Neutral
per,0.9446,"[0.0423, 0.9446, 0.0131]",Neutral
วิถี,0.898,"[0.0612, 0.898, 0.0409]",Neutral
ชาวบ้าน,0.9538,"[0.0187, 0.9538, 0.0275]",Neutral
backdrop,0.887,"[0.0632, 0.887, 0.0498]",Neutral
room,0.9048,"[0.0781, 0.9048, 0.0171]",Neutral
summer,0.8714,"[0.113, 0.8714, 0.0156]",Neutral
promotion,0.9422,"[0.0515, 0.9422, 0.0063]",Neutral
พูล,0.9247,"[0.0699, 0.9247, 0.0054]",Neutral
สวน,0.9199,"[0.072, 0.9199, 0.0081]",Neutral
ตัว,0.9507,"[0.0444, 0.9507, 0.0049]",Neutral
อาบ,0.8584,"[0.1279, 0.8584, 0.0137]",Neutral
ขาย,0.9135,"[0.0619, 0.9135, 0.0246]",Neutral
trip,0.8248,"[0.1592, 0.8248, 0.016]",Neutral
com,0.9611,"[0.0307, 0.9611, 0.0081]",Neutral
meg,0.9341,"[0.0516, 0.9341, 0.0143]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
lowest,0.9261,"[0.0572, 0.9261, 0.0167]",Neutral
flight,0.911,"[0.0756, 0.911, 0.0133]",Neutral
deal,0.934,"[0.0497, 0.934, 0.0163]",Neutral
แว่น,0.9463,"[0.049, 0.9463, 0.0047]",Neutral
กรอง,0.9321,"[0.0531, 0.9321, 0.0148]",Neutral
แสง,0.9026,"[0.0778, 0.9026, 0.0195]",Neutral
line,0.967,"[0.025, 0.967, 0.0079]",Neutral
mitrbkk,0.941,"[0.0502, 0.941, 0.0088]",Neutral
iii,0.9192,"[0.071, 0.9192, 0.0098]",Neutral
air,0.9235,"[0.0643, 0.9235, 0.0121]",Neutral
ตัว,0.9507,"[0.0444, 0.9507, 0.0049]",Neutral
ท็อป,0.9404,"[0.0544, 0.9404, 0.0052]",Neutral
ชุด,0.8848,"[0.0949, 0.8848, 0.0203]",Neutral
เต็ม,0.8929,"[0.0647, 0.8929, 0.0424]",Neutral
ตู้,0.9667,"[0.0275, 0.9667, 0.0058]",Neutral
six,0.9349,"[0.041, 0.9349, 0.0241]",Neutral
ตัว,0.9507,"[0.0444, 0.9507, 0.0049]",Neutral
ท็อป,0.9404,"[0.0544, 0.9404, 0.0052]",Neutral
asks,0.9156,"[0.0631, 0.9156, 0.0214]",Neutral
นอน,0.8495,"[0.1283, 0.8495, 0.0221]",Neutral
ตู้,0.9667,"[0.0275, 0.9667, 0.0058]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
ป้าย,0.9651,"[0.026, 0.9651, 0.0089]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
asks,0.9156,"[0.0631, 0.9156, 0.0214]",Neutral
เปิดตัว,0.9527,"[0.0383, 0.9527, 0.0091]",Neutral
บอร์ด,0.9702,"[0.0195, 0.9702, 0.0103]",Neutral
ช่อน,0.8567,"[0.1337, 0.8567, 0.0096]",Neutral
หัวต่อ,0.9098,"[0.0782, 0.9098, 0.0119]",Neutral
ด้านหลัง,0.9174,"[0.0718, 0.9174, 0.0109]",Neutral
pre,0.956,"[0.0348, 0.956, 0.0092]",Neutral
order,0.9573,"[0.0299, 0.9573, 0.0128]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
ครึ,0.9044,"[0.0829, 0.9044, 0.0127]",Neutral
ปกติ,0.8979,"[0.044, 0.8979, 0.0581]",Neutral
ทอก,0.8792,"[0.1036, 0.8792, 0.0171]",Neutral
proto,0.9418,"[0.0444, 0.9418, 0.0138]",Neutral
แก้ว,0.9434,"[0.0535, 0.9434, 0.0031]",Neutral
starbucks,0.9163,"[0.0627, 0.9163, 0.0209]",Neutral
เริ่มต้น,0.9309,"[0.0612, 0.9309, 0.0079]",Neutral
ผ้าใบ,0.9538,"[0.0421, 0.9538, 0.0041]",Neutral
ขาว,0.8949,"[0.0958, 0.8949, 0.0094]",Neutral
เท่,0.6595,"[0.6595, 0.3204, 0.0202]",Positive
minecraft,0.9067,"[0.0673, 0.9067, 0.0259]",Neutral
เริม,0.8806,"[0.0739, 0.8806, 0.0455]",Neutral
ดู้มมมมม,0.8157,"[0.1707, 0.8157, 0.0136]",Neutral
acre,0.9446,"[0.044, 0.9446, 0.0114]",Neutral
inter,0.9394,"[0.0433, 0.9394, 0.0174]",Neutral
spire,0.9495,"[0.0354, 0.9495, 0.0151]",Neutral
assassin,0.9308,"[0.0533, 0.9308, 0.0159]",Neutral
creed,0.9382,"[0.0438, 0.9382, 0.018]",Neutral
ดีไซน์,0.8789,"[0.0904, 0.8789, 0.0307]",Neutral
phone,0.9249,"[0.0574, 0.9249, 0.0177]",Neutral
pro,0.936,"[0.0534, 0.936, 0.0106]",Neutral
เครือ,0.9642,"[0.0287, 0.9642, 0.0071]",Neutral
เนิยม,0.9004,"[0.09, 0.9004, 0.0097]",Neutral
กระจก,0.9538,"[0.0404, 0.9538, 0.0058]",Neutral
วันเกิด,0.8334,"[0.1601, 0.8334, 0.0066]",Neutral
ด้า,0.9033,"[0.0919, 0.9033, 0.0047]",Neutral
แรง,0.688,"[0.1337, 0.688, 0.1783]",Neutral
ประหยัด,0.5978,"[0.3024, 0.5978, 0.0998]",Neutral
พื้นที่,0.9599,"[0.0307, 0.9599, 0.0094]",Neutral
abuses,0.8949,"[0.0799, 0.8949, 0.0252]",Neutral
mind,0.929,"[0.0544, 0.929, 0.0165]",Neutral
tower,0.8143,"[0.1612, 0.8143, 0.0245]",Neutral
shoe,0.9298,"[0.0466, 0.9298, 0.0236]",Neutral
ไอเทม,0.9391,"[0.0542, 0.9391, 0.0068]",Neutral
ดับ,0.6348,"[0.0534, 0.6348, 0.3119]",Neutral
ร้อน,0.7817,"[0.0324, 0.1859, 0.7817]",Negative
race,0.9104,"[0.071, 0.9104, 0.0186]",Neutral
day,0.8867,"[0.1008, 0.8867, 0.0125]",Neutral
bathe,0.9002,"[0.0775, 0.9002, 0.0223]",Neutral
add,0.9449,"[0.0422, 0.9449, 0.0129]",Neutral
music,0.9404,"[0.0371, 0.9404, 0.0224]",Neutral
swim,0.9253,"[0.0529, 0.9253, 0.0219]",Neutral
rico,0.8874,"[0.0896, 0.8874, 0.023]",Neutral
rash,0.9199,"[0.0609, 0.9199, 0.0192]",Neutral
คีลแฟ,0.9503,"[0.0414, 0.9503, 0.0082]",Neutral
ชัน,0.9023,"[0.0881, 0.9023, 0.0096]",Neutral
ปิง,0.8705,"[0.0608, 0.8705, 0.0688]",Neutral
ฉลอง,0.738,"[0.251, 0.738, 0.011]",Neutral
วันเกิด,0.8334,"[0.1601, 0.8334, 0.0066]",Neutral
dryinone,0.9021,"[0.0746, 0.9021, 0.0233]",Neutral
hawaii,0.816,"[0.1538, 0.816, 0.0302]",Neutral
พัดลม,0.9561,"[0.0402, 0.9561, 0.0036]",Neutral
สไลด์,0.9514,"[0.0417, 0.9514, 0.0069]",Neutral
laemthong,0.8955,"[0.0932, 0.8955, 0.0113]",Neutral
group,0.9614,"[0.0277, 0.9614, 0.0109]",Neutral
prime,0.9509,"[0.0329, 0.9509, 0.0162]",Neutral
march,0.9237,"[0.0645, 0.9237, 0.0118]",Neutral
คู่,0.9325,"[0.062, 0.9325, 0.0055]",Neutral
แล้,0.8849,"[0.1037, 0.8849, 0.0114]",Neutral
วดี,0.8363,"[0.1559, 0.8363, 0.0078]",Neutral
ดีล,0.8563,"[0.1356, 0.8563, 0.0081]",Neutral
พิเษ,0.9402,"[0.046, 0.9402, 0.0139]",Neutral
ซื้อ,0.8853,"[0.0976, 0.8853, 0.0171]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
camera,0.8959,"[0.0751, 0.8959, 0.029]",Neutral
control,0.9181,"[0.0575, 0.9181, 0.0244]",Neutral
cover,0.9406,"[0.0426, 0.9406, 0.0168]",Neutral
new,0.9169,"[0.0698, 0.9169, 0.0134]",Neutral
year,0.9247,"[0.0582, 0.9247, 0.0171]",Neutral
ปีใหม่,0.8316,"[0.1579, 0.8316, 0.0105]",Neutral
หุ่น,0.843,"[0.1222, 0.843, 0.0348]",Neutral
body,0.9259,"[0.0536, 0.9259, 0.0205]",Neutral
ฟอยต์,0.9401,"[0.0536, 0.9401, 0.0062]",Neutral
ธับ,0.8721,"[0.1202, 0.8721, 0.0077]",Neutral
โบนัส,0.9312,"[0.0536, 0.9312, 0.0152]",Neutral
พอยต์,0.8621,"[0.1291, 0.8621, 0.0088]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
เกม,0.9217,"[0.0601, 0.9217, 0.0182]",Neutral
ประจำเดือน,0.9524,"[0.0335, 0.9524, 0.0141]",Neutral
เมษายน,0.9448,"[0.0482, 0.9448, 0.007]",Neutral
slumbenland,0.8663,"[0.1044, 0.8663, 0.0292]",Neutral
vitality,0.9616,"[0.0282, 0.9616, 0.0102]",Neutral
justice,0.9283,"[0.0588, 0.9283, 0.0128]",Neutral
mixed,0.9234,"[0.053, 0.9234, 0.0236]",Neutral
grinder,0.9358,"[0.0379, 0.9358, 0.0264]",Neutral
motor,0.9452,"[0.0429, 0.9452, 0.0119]",Neutral
mixed,0.9234,"[0.053, 0.9234, 0.0236]",Neutral
grinder,0.9358,"[0.0379, 0.9358, 0.0264]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
เชล,0.9261,"[0.0658, 0.9261, 0.0081]",Neutral
คูปอง,0.9493,"[0.0452, 0.9493, 0.0055]",Neutral
สวน,0.9199,"[0.072, 0.9199, 0.0081]",Neutral
xioomi,0.8754,"[0.1021, 0.8754, 0.0224]",Neutral
smart,0.937,"[0.0489, 0.937, 0.0141]",Neutral
instal,0.9117,"[0.0681, 0.9117, 0.0202]",Neutral
mind,0.929,"[0.0544, 0.929, 0.0165]",Neutral
link,0.9623,"[0.0312, 0.9623, 0.0065]",Neutral
pan,0.9282,"[0.0585, 0.9282, 0.0133]",Neutral
tilt,0.9273,"[0.0501, 0.9273, 0.0225]",Neutral
view,0.9167,"[0.0695, 0.9167, 0.0138]",Neutral
full,0.9384,"[0.0501, 0.9384, 0.0115]",Neutral
lumbo,0.9359,"[0.0505, 0.9359, 0.0136]",Neutral
จุใจ,0.6693,"[0.3181, 0.6693, 0.0126]",Neutral
เดิม,0.9393,"[0.0291, 0.9393, 0.0316]",Neutral
อิ่ม,0.6399,"[0.3341, 0.6399, 0.026]",Neutral
คุ้ม,0.6235,"[0.6235, 0.3371, 0.0394]",Positive
สมาร์ท,0.8543,"[0.1328, 0.8543, 0.0129]",Neutral
วอทช์,0.9301,"[0.0627, 0.9301, 0.0072]",Neutral
sun,0.8825,"[0.0918, 0.8825, 0.0256]",Neutral
day,0.8867,"[0.1008, 0.8867, 0.0125]",Neutral
road,0.904,"[0.0773, 0.904, 0.0187]",Neutral
cheer,0.785,"[0.2021, 0.785, 0.0128]",Neutral
พลิก,0.8297,"[0.1419, 0.8297, 0.0284]",Neutral
เพียว,0.9257,"[0.0637, 0.9257, 0.0106]",Neutral
รายการ,0.9673,"[0.0215, 0.9673, 0.0113]",Neutral
เลือก,0.8387,"[0.148, 0.8387, 0.0133]",Neutral
ไช่,0.8595,"[0.1195, 0.8595, 0.021]",Neutral
ชอบ,0.939,"[0.939, 0.0365, 0.0246]",Positive
ไลฟ,0.9619,"[0.0305, 0.9619, 0.0076]",Neutral
สไตล์,0.8502,"[0.1117, 0.8502, 0.0381]",Neutral
ร้อน,0.7817,"[0.0324, 0.1859, 0.7817]",Negative
ลิด,0.8918,"[0.0966, 0.8918, 0.0115]",Neutral
ลุก,0.8367,"[0.152, 0.8367, 0.0113]",Neutral
ใส่,0.8946,"[0.0886, 0.8946, 0.0168]",Neutral
โค้ด,0.9621,"[0.0344, 0.9621, 0.0035]",Neutral
payday,0.94,"[0.0371, 0.94, 0.023]",Neutral
เคิน,0.8789,"[0.1151, 0.8789, 0.006]",Neutral
accessory,0.9392,"[0.037, 0.9392, 0.0239]",Neutral
set,0.9306,"[0.0624, 0.9306, 0.007]",Neutral
ชุด,0.8848,"[0.0949, 0.8848, 0.0203]",Neutral
ข้อสอบ,0.9594,"[0.0251, 0.9594, 0.0155]",Neutral
มหา,0.9224,"[0.0687, 0.9224, 0.0089]",Neutral
ลัย,0.9179,"[0.0697, 0.9179, 0.0123]",Neutral
twas,0.9147,"[0.0704, 0.9147, 0.0149]",Neutral
level,0.9389,"[0.039, 0.9389, 0.0221]",Neutral
เริม,0.8806,"[0.0739, 0.8806, 0.0455]",Neutral
เฉลย,0.9249,"[0.0565, 0.9249, 0.0186]",Neutral
ละเอียด,0.8148,"[0.1697, 0.8148, 0.0155]",Neutral
set,0.9306,"[0.0624, 0.9306, 0.007]",Neutral
entering,0.9585,"[0.0265, 0.9585, 0.015]",Neutral
capsule,0.9549,"[0.0306, 0.9549, 0.0145]",Neutral
energy,0.926,"[0.0517, 0.926, 0.0223]",Neutral
เมษายน,0.9448,"[0.0482, 0.9448, 0.007]",Neutral
ทวย,0.8707,"[0.0981, 0.8707, 0.0312]",Neutral
รัฐบาล,0.9284,"[0.0209, 0.9284, 0.0508]",Neutral
ประจำ,0.7953,"[0.174, 0.7953, 0.0307]",Neutral
วันที่,0.9268,"[0.0649, 0.9268, 0.0082]",Neutral
รับรางวัล,0.8824,"[0.1127, 0.8824, 0.0049]",Neutral
สินเชื่อ,0.9705,"[0.0208, 0.9705, 0.0087]",Neutral
ส่วนบุคคล,0.9638,"[0.0252, 0.9638, 0.011]",Neutral
เพือ,0.8745,"[0.1047, 0.8745, 0.0208]",Neutral
เจ้าของกิจการ,0.9429,"[0.02, 0.9429, 0.0371]",Neutral
หจก,0.9594,"[0.0338, 0.9594, 0.0068]",Neutral
เงิน,0.926,"[0.0487, 0.926, 0.0253]",Neutral
ก้อม,0.9163,"[0.0724, 0.9163, 0.0113]",Neutral
เข้,0.744,"[0.2397, 0.744, 0.0163]",Neutral
มัติ,0.925,"[0.0637, 0.925, 0.0113]",Neutral
หายใจ,0.9279,"[0.0503, 0.9279, 0.0218]",Neutral
โล่ง,0.6985,"[0.215, 0.6985, 0.0864]",Neutral
บอกลา,0.502,"[0.0349, 0.4631, 0.502]",Negative
healthy,0.9352,"[0.0491, 0.9352, 0.0156]",Neutral
daily,0.9463,"[0.0431, 0.9463, 0.0107]",Neutral
ะลด,0.8614,"[0.0778, 0.8614, 0.0608]",Neutral
ร้อน,0.7817,"[0.0324, 0.1859, 0.7817]",Negative
ปาร์ตี้,0.8672,"[0.1223, 0.8672, 0.0105]",Neutral
แจก,0.8268,"[0.1632, 0.8268, 0.0099]",Neutral
สนั่น,0.8386,"[0.1436, 0.8386, 0.0178]",Neutral
ส่งท้าย,0.7514,"[0.2321, 0.7514, 0.0165]",Neutral
เดือน,0.9313,"[0.0576, 0.9313, 0.0111]",Neutral
ลุ้น,0.8256,"[0.144, 0.8256, 0.0304]",Neutral
บัตร,0.9643,"[0.0311, 0.9643, 0.0046]",Neutral
เติม,0.8909,"[0.0936, 0.8909, 0.0155]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
slip,0.9276,"[0.0557, 0.9276, 0.0167]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
วัล,0.9029,"[0.092, 0.9029, 0.0051]",Neutral
มีนาคม,0.9442,"[0.0478, 0.9442, 0.0079]",Neutral
โปร,0.9466,"[0.0496, 0.9466, 0.0037]",Neutral
เด็ด,0.4986,"[0.4942, 0.4986, 0.0072]",Neutral
ดอกเบี้ย,0.9261,"[0.0332, 0.9261, 0.0406]",Neutral
บัส,0.9368,"[0.0569, 0.9368, 0.0063]",Neutral
แล้,0.8849,"[0.1037, 0.8849, 0.0114]",Neutral
grow,0.897,"[0.082, 0.897, 0.021]",Neutral
open,0.9517,"[0.0351, 0.9517, 0.0132]",Neutral
นักศึกษา,0.9749,"[0.0145, 0.9749, 0.0106]",Neutral
ผ่อน,0.9487,"[0.0418, 0.9487, 0.0094]",Neutral
ง้อ,0.8661,"[0.1034, 0.8661, 0.0306]",Neutral
บัตรเครดิต,0.9658,"[0.0219, 0.9658, 0.0124]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
pro,0.936,"[0.0534, 0.936, 0.0106]",Neutral
คุม,0.9252,"[0.053, 0.9252, 0.0219]",Neutral
ยึง,0.847,"[0.1435, 0.847, 0.0095]",Neutral
คุ้ม,0.6235,"[0.6235, 0.3371, 0.0394]",Positive
เทค,0.9067,"[0.0794, 0.9067, 0.0138]",Neutral
ไทย,0.9622,"[0.0235, 0.9622, 0.0143]",Neutral
ทันท์,0.8413,"[0.1503, 0.8413, 0.0083]",Neutral
เหรียญ,0.9553,"[0.0357, 0.9553, 0.009]",Neutral
member,0.956,"[0.0293, 0.956, 0.0147]",Neutral
wrote,0.8766,"[0.0806, 0.8766, 0.0428]",Neutral
smote,0.888,"[0.055, 0.888, 0.057]",Neutral
wrote,0.8766,"[0.0806, 0.8766, 0.0428]",Neutral
peter,0.932,"[0.0531, 0.932, 0.0149]",Neutral
ฟืน,0.943,"[0.0399, 0.943, 0.0171]",Neutral
สวย,0.6948,"[0.6948, 0.2489, 0.0563]",Positive
งกิวพิบ,0.8644,"[0.111, 0.8644, 0.0247]",Neutral
เติม,0.8909,"[0.0936, 0.8909, 0.0155]",Neutral
upon,0.9188,"[0.0616, 0.9188, 0.0196]",Neutral
สมัคร,0.8958,"[0.097, 0.8958, 0.0072]",Neutral
ออง,0.8916,"[0.1026, 0.8916, 0.0058]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
afostwork,0.9318,"[0.0475, 0.9318, 0.0207]",Neutral
point,0.936,"[0.047, 0.936, 0.017]",Neutral
แทน,0.8642,"[0.0325, 0.8642, 0.1033]",Neutral
เนลถ,0.8314,"[0.1533, 0.8314, 0.0153]",Neutral
กรอก,0.9418,"[0.0457, 0.9418, 0.0125]",Neutral
คืน,0.8862,"[0.0489, 0.8862, 0.0648]",Neutral
หรับ,0.8748,"[0.1178, 0.8748, 0.0073]",Neutral
bootcamp,0.9574,"[0.0316, 0.9574, 0.0111]",Neutral
mall,0.901,"[0.0815, 0.901, 0.0174]",Neutral
limestone,0.9342,"[0.0507, 0.9342, 0.015]",Neutral
awesome,0.8755,"[0.086, 0.8755, 0.0385]",Neutral
never,0.8897,"[0.0865, 0.8897, 0.0238]",Neutral
end,0.9313,"[0.0525, 0.9313, 0.0161]",Neutral
ฉลอง,0.738,"[0.251, 0.738, 0.011]",Neutral
ลุ้น,0.8256,"[0.144, 0.8256, 0.0304]",Neutral
malbrook,0.8849,"[0.0901, 0.8849, 0.0251]",Neutral
air,0.9235,"[0.0643, 0.9235, 0.0121]",Neutral
ส่วนลด,0.9245,"[0.063, 0.9245, 0.0125]",Neutral
คุ้ม,0.6235,"[0.6235, 0.3371, 0.0394]",Positive
โปร,0.9466,"[0.0496, 0.9466, 0.0037]",Neutral
ปัง,0.6349,"[0.6349, 0.3452, 0.0199]",Positive
ต้นปี,0.9267,"[0.057, 0.9267, 0.0163]",Neutral
ซื้อ,0.8853,"[0.0976, 0.8853, 0.0171]",Neutral
สินค้า,0.9745,"[0.0206, 0.9745, 0.0049]",Neutral
ขื้น,0.9249,"[0.0513, 0.9249, 0.0238]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
non,0.928,"[0.0271, 0.928, 0.0449]",Neutral
stop,0.9036,"[0.0625, 0.9036, 0.0339]",Neutral
totebag,0.9231,"[0.063, 0.9231, 0.0139]",Neutral
กู้หน้า,0.8654,"[0.095, 0.8654, 0.0396]",Neutral
เด็ก,0.9388,"[0.0262, 0.9388, 0.0351]",Neutral
รัว,0.7618,"[0.2247, 0.7618, 0.0135]",Neutral
รอย,0.9224,"[0.0625, 0.9224, 0.0151]",Neutral
รัว,0.7618,"[0.2247, 0.7618, 0.0135]",Neutral
รอย,0.9224,"[0.0625, 0.9224, 0.0151]",Neutral
ข้อ,0.9571,"[0.0308, 0.9571, 0.0122]",Neutral
ควาน,0.8448,"[0.1397, 0.8448, 0.0155]",Neutral
รอยยิ้ม,0.6743,"[0.3135, 0.6743, 0.0122]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
ติด,0.7158,"[0.2445, 0.7158, 0.0398]",Neutral
เครือ,0.9642,"[0.0287, 0.9642, 0.0071]",Neutral
มือ,0.9347,"[0.0549, 0.9347, 0.0103]",Neutral
รท์ห,0.8887,"[0.1011, 0.8887, 0.0102]",Neutral
ลิง,0.9038,"[0.0766, 0.9038, 0.0196]",Neutral
รัก,0.5838,"[0.5838, 0.4015, 0.0147]",Positive
เที่ยว,0.7482,"[0.2405, 0.7482, 0.0114]",Neutral
จีน,0.9552,"[0.021, 0.9552, 0.0237]",Neutral
ผูก,0.9452,"[0.0402, 0.9452, 0.0146]",Neutral
outran,0.8789,"[0.0879, 0.8789, 0.0331]",Neutral
taobao,0.9513,"[0.0373, 0.9513, 0.0114]",Neutral
อุ่ม,0.7784,"[0.2137, 0.7784, 0.0078]",Neutral
อาร์ต,0.9464,"[0.0488, 0.9464, 0.0048]",Neutral
ทอย,0.8792,"[0.1147, 0.8792, 0.0061]",Neutral
joutrip,0.8596,"[0.124, 0.8596, 0.0165]",Neutral
bank,0.95,"[0.0328, 0.95, 0.0172]",Neutral
datacawp,0.9453,"[0.0337, 0.9453, 0.021]",Neutral
sol,0.9148,"[0.0726, 0.9148, 0.0126]",Neutral
data,0.9451,"[0.036, 0.9451, 0.0189]",Neutral
analyst,0.9581,"[0.0253, 0.9581, 0.0166]",Neutral
กรอบหน้า,0.9618,"[0.0295, 0.9618, 0.0087]",Neutral
หน้า,0.9249,"[0.0648, 0.9249, 0.0103]",Neutral
หน้า,0.9249,"[0.0648, 0.9249, 0.0103]",Neutral
fat,0.8848,"[0.0782, 0.8848, 0.037]",Neutral
ฉีด,0.9554,"[0.0362, 0.9554, 0.0084]",Neutral
ผิว,0.7454,"[0.2013, 0.7454, 0.0534]",Neutral
ธ่า,0.9034,"[0.0841, 0.9034, 0.0125]",Neutral
line,0.967,"[0.025, 0.967, 0.0079]",Neutral
man,0.921,"[0.0553, 0.921, 0.0237]",Neutral
rode,0.876,"[0.0996, 0.876, 0.0244]",Neutral
สนั่น,0.8386,"[0.1436, 0.8386, 0.0178]",Neutral
payday,0.94,"[0.0371, 0.94, 0.023]",Neutral
คนที,0.9173,"[0.0642, 0.9173, 0.0185]",Neutral
cooling,0.8927,"[0.0782, 0.8927, 0.0291]",Neutral
fat,0.8848,"[0.0782, 0.8848, 0.037]",Neutral
สลาย,0.8759,"[0.0403, 0.8759, 0.0838]",Neutral
ค้วย,0.8684,"[0.0128, 0.1188, 0.8684]",Negative
เย็น,0.8395,"[0.1514, 0.8395, 0.0091]",Neutral
ultraformer,0.9353,"[0.0472, 0.9353, 0.0174]",Neutral
ค็อง,0.7992,"[0.1792, 0.7992, 0.0217]",Neutral
ร้อย,0.9181,"[0.0599, 0.9181, 0.022]",Neutral
ไหม,0.9556,"[0.0368, 0.9556, 0.0075]",Neutral
โปร,0.9466,"[0.0496, 0.9466, 0.0037]",Neutral
สวย,0.6948,"[0.6948, 0.2489, 0.0563]",Positive
สะท้าน,0.8583,"[0.1162, 0.8583, 0.0254]",Neutral
รายการ,0.9673,"[0.0215, 0.9673, 0.0113]",Neutral
ปกติ,0.8979,"[0.044, 0.8979, 0.0581]",Neutral
เหมา,0.8294,"[0.1627, 0.8294, 0.0079]",Neutral
nasi,0.9245,"[0.0632, 0.9245, 0.0123]",Neutral
สนาม,0.9525,"[0.0385, 0.9525, 0.0089]",Neutral
หิว,0.6746,"[0.3116, 0.6746, 0.0138]",Neutral
วันที,0.8664,"[0.1301, 0.8664, 0.0036]",Neutral
dashboard,0.9302,"[0.0486, 0.9302, 0.0212]",Neutral
ใช้งาน,0.9341,"[0.0422, 0.9341, 0.0236]",Neutral
ลักษณะ,0.9415,"[0.0386, 0.9415, 0.0199]",Neutral
โรงงาน,0.9725,"[0.0188, 0.9725, 0.0087]",Neutral
เชิง,0.916,"[0.0608, 0.916, 0.0233]",Neutral
กรรม,0.5973,"[0.0353, 0.5973, 0.3674]",Neutral
สถิติ,0.9445,"[0.0378, 0.9445, 0.0177]",Neutral
วิเคราะห์,0.9685,"[0.0216, 0.9685, 0.0099]",Neutral
หาร,0.7406,"[0.2479, 0.7406, 0.0115]",Neutral
ภาพรวม,0.9223,"[0.0509, 0.9223, 0.0268]",Neutral
happy,0.594,"[0.594, 0.3903, 0.0157]",Positive
สวน,0.9199,"[0.072, 0.9199, 0.0081]",Neutral
รามายณะ,0.9554,"[0.0348, 0.9554, 0.0098]",Neutral
แจก,0.8268,"[0.1632, 0.8268, 0.0099]",Neutral
ส่วนลด,0.9245,"[0.063, 0.9245, 0.0125]",Neutral
ปัง,0.6349,"[0.6349, 0.3452, 0.0199]",Positive
โมร,0.9381,"[0.058, 0.9381, 0.0039]",Neutral
ตัน,0.9193,"[0.0622, 0.9193, 0.0185]",Neutral
หยุ,0.8325,"[0.1548, 0.8325, 0.0127]",Neutral
